aspect,depth,site,grid,grid_unique,rubble_count_start,rubble_count_end,side,date,month,weeks,Notes on state of grid,total_binds,total_binds_per_100_pieces,total_binds_per_50_pieces,total_binds_per_piece,total_binds_no_turf,total_binds_no_turf_per_50_pieces,total_binds_no_turf_bind_width,cyano_mat,cyano_mat_st,Cyanobacterial mat notes,Cyanobacteria average bind length,cyano_mat_bind_width,Cyano_Sponge_Ball-Added-to_cyano,Notes,turf_algae,turf_algae_st,turf_algae_bind_width,Green turf algae,Green turf algae notes,Green_turf_Average bind length,Green_turf_Average bind length_mm,unbroken,CCA Notes,unbroken_cca_bind_width,unbroken_bind_width_mm,Broken CCA,Broken CCA Average length,cca,cca_st,cca_bind_width,cca_minus_HBU,cca_minus_HBU_st,cca_minus_HBU_width,HBU,HBU_st,HBU_bind_width,CCA white,CCA white notes,Average bind length,Red turf algae,Red turf algae notes,Red algae Average bind length,Red algae Average bind length_mm,Red turf and Dictyota combo,,Green algae (think it's the same as the red algae - just colour variations),Average bind length,macroalgae_total_incl_peyson,macroalgae_total_incl_peyson_st,macroalgae_total_incl_peyson_bind_width_mm,macroalgae_total_excl_peyson,macroalgae_total_excl_peyson_st,macroalgae_total_excl_peyson_bind_width_mm,dictyota,dictyota_st,Dictyota notes,Dictyota Average bind length,dictyota_bind_width_mm,tydemania,tydemania_st,Fluffy green ball algae Average bind length,tydemania_bind_width_mm,Fluffy ball notes,padina,padina_st,Padina notes,Average bind length,padina_bind_width_mm,halimeda,halimeda_st,Halimeda Average bind length,halimeda_bind_width_mm,Halimeda notes,lobophora,lobophora_st,Lobophora notes,Lobophora Average bind length,lobophora_bind_width_mm,peysonnalia,peysonnalia_st,Peysonnalia notes,Peysonnalia Average bind length,peysonallia_bind_width_mm,macroalgae_misc,macroalgae_misc_st,Macroalgae other notes,Macroalgae other Average bind length,macroalgae_misc_bind_width_mm,caulerpa,caulerpa_st,Disc macroalgae other notes,Disc macroalgae other Average bind length,caulerpa_bind_width_mm,turbinaria,turbinaria_st,Turbinaria notes,Average length turbinaria,turbinaria_bind_width_mm,ventricaria,ventricaria_st,Sailors eyeball notes,Sailors eyeball avg length,ventricaria_bind_width_mm,sponge_encrust,sponge_encrust_st,Encrusting sponge notes,Sponge Average bind length,sponge_encrust_bind_width_mm,ascidian_colonial,ascidian_colonial_st,Colonial ascidian notes,Colonial ascidian Average bind length,ascidian_colonial_bind_width_mm,ascidian_tunicate,ascidian_tunicate_st,Tunicate Average bind length,ascidian_tunicate_bind_width_mm,ascidian_comb,ascidian_comb_bind_width,ascidian_comb_st,bryozoan_encrust,bryozoan_encrust_st,"Encrusting bryozoan notes (some are broken but will include because if I hadn't jigged them, they wouldn't have broken)",Encrusting bryozoan Average bind length,bryozoan_encrust_bind_width_mm,bryozoan_stalked,bryozoan_stalked_st,bryozoan_stalked_bind_width_mm,Non-encrusting bryozoan notes,bryozoan_comb,bryozoan_comb_bind_width,bryozoan_comb_st,anemone,anemone_st,Anemone notes,Anemone average bind length,anemone_bind_width_mm,coral,coral_st,Coral notes,Coral average bind length,coral_bind_width_mm,Non-binding corals,Non-binding corals notes,Average Non-binding coral length (cm),other_incl_HBU_serpulid,other_incl_HBU_serpulid_st,other_incl_HBU_serpulid_bind_width,other_incl_HBU_excl_serp,other_incl_HBU_excl_serp_st,other_incl_HBU_excl_serp_bind_width,other_incl_serpulid,other_incl_serpulid_st,Other notes,Other Average bind length,other_incl_serpulid_bind_width_mm,other_excl_serpulid,other_excl_serpulid_st,other_excl_serpulid_bind_width_mm,serpulid,serpulid_st,serpulid_bind_width_mm,Suspect CCA - hard bound but cannot see specific CCA bind,Notes,ruined
SE,2-3m,1,2,8,50,56,Topside,2/01/2018,2.5,10,# of pieces at start apparently 48 but 56 at end so changed to 56,12,24,12,0.24,4,4,8,2,2,,not_measured,not_measured,0,,8,8,not_measured,0,,not_measured,not_measured,0,,not_measured,,,,0,0,NA,0,0,NA,0,0,NA,0,,not_measured,8,,not_measured,,,,0,not_measured,2,2,not_measured,2,2,not_measured,2,2,,not_measured,not_measured,0,0,not_measured,NA,,0,0,,not_measured,NA,0,0,not_measured,NA,,0,0,,not_measured,NA,0,0,,not_measured,NA,0,0,,not_measured,NA,0,0,,not_measured,NA,0,0,,not_measured,NA,0,0,,not_measured,NA,0,0,,not_measured,NA,0,0,,not_measured,NA,0,0,,NA,0,NA,0,0,0,,not_measured,NA,0,0,NA,,0,NA,0,0,0,,not_measured,NA,0,0,,not_measured,NA,,,not_measured,0,0,NA,0,0,NA,0,0,,not_measured,NA,0,0,NA,0,0,NA,,,no
SE,2-3m,2,1,9,49,42,Topside,2/01/2018,2.5,10,,7,14.28571429,7.142857143,0.142857143,3,3.06122449,6.12244898,3,3.06122449,,not_measured,not_measured,0,,4,4.081632653,not_measured,0,,not_measured,not_measured,0,,not_measured,,,,0,0,NA,0,0,NA,0,0,NA,0,,not_measured,4,,not_measured,,,,0,not_measured,0,0,NA,0,0,NA,0,0,,not_measured,NA,0,0,not_measured,NA,,0,0,,not_measured,NA,0,0,not_measured,NA,,0,0,,not_measured,NA,0,0,,not_measured,NA,0,0,,not_measured,NA,0,0,,not_measured,NA,0,0,,not_measured,NA,0,0,,not_measured,NA,0,0,,not_measured,NA,0,0,,not_measured,NA,0,0,,NA,0,NA,0,0,0,,not_measured,NA,0,0,NA,,0,NA,0,0,0,,not_measured,NA,0,0,,not_measured,NA,,,not_measured,0,0,NA,0,0,NA,0,0,,not_measured,NA,0,0,NA,0,0,NA,,,no
SE,2-3m,2,2,10,46,42,Topside,2/01/2018,2.5,10,,6,13.04347826,6.52173913,0.130434783,2,2.173913043,4.347826087,2,2.173913043,,not_measured,not_measured,0,,4,4.347826087,not_measured,0,,not_measured,not_measured,0,,not_measured,,,,0,0,NA,0,0,NA,0,0,NA,0,,not_measured,4,,not_measured,,,,0,not_measured,0,0,NA,0,0,NA,0,0,,not_measured,NA,0,0,not_measured,NA,,0,0,,not_measured,NA,0,0,not_measured,NA,,0,0,,not_measured,NA,0,0,,not_measured,NA,0,0,,not_measured,NA,0,0,,not_measured,NA,0,0,,not_measured,NA,0,0,,not_measured,NA,0,0,,not_measured,NA,0,0,,not_measured,NA,0,0,,NA,0,NA,0,0,0,,not_measured,NA,0,0,NA,,0,NA,0,0,0,,not_measured,NA,0,0,,not_measured,NA,,,not_measured,0,0,NA,0,0,NA,0,0,,not_measured,NA,0,0,NA,0,0,NA,,,no
SE,2-3m,3,1,11,45,42,Topside,2/01/2018,2.5,10,,3,6.666666667,3.333333333,0.066666667,0,0,0,0,0,,not_measured,NA,0,,3,3.333333333,not_measured,0,,not_measured,not_measured,0,,not_measured,,,,0,0,NA,0,0,NA,0,0,NA,0,,not_measured,3,,not_measured,,,,0,not_measured,0,0,NA,0,0,NA,0,0,,not_measured,NA,0,0,not_measured,NA,,0,0,,not_measured,NA,0,0,not_measured,NA,,0,0,,not_measured,NA,0,0,,not_measured,NA,0,0,,not_measured,NA,0,0,,not_measured,NA,0,0,,not_measured,NA,0,0,,not_measured,NA,0,0,,not_measured,NA,0,0,,not_measured,NA,0,0,,NA,0,NA,0,0,0,,not_measured,NA,0,0,NA,,0,NA,0,0,0,,not_measured,NA,0,0,,not_measured,NA,,,not_measured,0,0,NA,0,0,NA,0,0,,not_measured,NA,0,0,NA,0,0,NA,,,no
SE,2-3m,3,2,12,54,45,Topside,2/01/2018,2.5,10,,1,1.851851852,0.925925926,0.018518519,0,0,0,0,0,,not_measured,NA,0,,1,0.925925926,not_measured,0,,not_measured,not_measured,0,,not_measured,,,,0,0,NA,0,0,NA,0,0,NA,0,,not_measured,1,,not_measured,,,,0,not_measured,0,0,NA,0,0,NA,0,0,,not_measured,NA,0,0,not_measured,NA,,0,0,,not_measured,NA,0,0,not_measured,NA,,0,0,,not_measured,NA,0,0,,not_measured,NA,0,0,,not_measured,NA,0,0,,not_measured,NA,0,0,,not_measured,NA,0,0,,not_measured,NA,0,0,,not_measured,NA,0,0,,not_measured,NA,0,0,,NA,0,NA,0,0,0,,not_measured,NA,0,0,NA,,0,NA,0,0,0,,not_measured,NA,0,0,,not_measured,NA,,,not_measured,0,0,NA,0,0,NA,0,0,,not_measured,NA,0,0,NA,0,0,NA,,,no
SE,6-7m,1,1,13,57,60,Topside,4/01/2018,2.5,10,,1,1.754385965,0.877192982,0.01754386,0,0,0,0,0,,not_measured,NA,0,,1,0.877192982,not_measured,0,,not_measured,not_measured,0,,not_measured,,,,0,0,NA,0,0,NA,0,0,NA,0,,not_measured,1,,not_measured,,,,0,not_measured,0,0,NA,0,0,NA,0,0,,not_measured,NA,0,0,not_measured,NA,,0,0,,not_measured,NA,0,0,not_measured,NA,,0,0,,not_measured,NA,0,0,,not_measured,NA,0,0,,not_measured,NA,0,0,,not_measured,NA,0,0,,not_measured,NA,0,0,,not_measured,NA,0,0,,not_measured,NA,0,0,,not_measured,NA,0,0,,NA,0,NA,0,0,0,,not_measured,NA,0,0,NA,,0,NA,0,0,0,,not_measured,NA,0,0,,not_measured,NA,,,not_measured,0,0,NA,0,0,NA,0,0,,not_measured,NA,0,0,NA,0,0,NA,,,no
SE,6-7m,1,2,14,70,60,Topside,4/01/2018,2.5,10,,7,10,5,0.1,5,3.571428571,7.142857143,0,0,,not_measured,NA,0,,2,1.428571429,not_measured,0,,not_measured,not_measured,0,,not_measured,,,,0,0,NA,0,0,NA,0,0,NA,0,,not_measured,2,,not_measured,,,,0,not_measured,5,3.571428571,not_measured,5,3.571428571,not_measured,5,3.571428571,,not_measured,not_measured,0,0,not_measured,NA,,0,0,,not_measured,NA,0,0,not_measured,NA,,0,0,,not_measured,NA,0,0,,not_measured,NA,0,0,,not_measured,NA,0,0,,not_measured,NA,0,0,,not_measured,NA,0,0,,not_measured,NA,0,0,,not_measured,NA,0,0,,not_measured,NA,0,0,,NA,0,NA,0,0,0,,not_measured,NA,0,0,NA,,0,NA,0,0,0,,not_measured,NA,0,0,,not_measured,NA,,,not_measured,0,0,NA,0,0,NA,0,0,,not_measured,NA,0,0,NA,0,0,NA,,,no
SE,6-7m,2,1,15,59,54,Topside,4/01/2018,2.5,10,,2,3.389830508,1.694915254,0.033898305,0,0,0,0,0,,not_measured,NA,0,,2,1.694915254,not_measured,0,,not_measured,not_measured,0,,not_measured,,,,0,0,NA,0,0,NA,0,0,NA,0,,not_measured,2,,not_measured,,,,0,not_measured,0,0,NA,0,0,NA,0,0,,not_measured,NA,0,0,not_measured,NA,,0,0,,not_measured,NA,0,0,not_measured,NA,,0,0,,not_measured,NA,0,0,,not_measured,NA,0,0,,not_measured,NA,0,0,,not_measured,NA,0,0,,not_measured,NA,0,0,,not_measured,NA,0,0,,not_measured,NA,0,0,,not_measured,NA,0,0,,NA,0,NA,0,0,0,,not_measured,NA,0,0,NA,,0,NA,0,0,0,,not_measured,NA,0,0,,not_measured,NA,,,not_measured,0,0,NA,0,0,NA,0,0,,not_measured,NA,0,0,NA,0,0,NA,,,no
SE,6-7m,2,2,16,57,57,Topside,5/01/2018,2.5,10,,1,1.754385965,0.877192982,0.01754386,1,0.877192982,1.754385965,0,0,,not_measured,NA,0,,0,0,NA,0,,not_measured,not_measured,0,,not_measured,,,,0,0,NA,0,0,NA,0,0,NA,0,,not_measured,0,,not_measured,,,,0,not_measured,1,0.877192982,not_measured,1,0.877192982,not_measured,1,0.877192982,,not_measured,not_measured,0,0,not_measured,NA,,0,0,,not_measured,NA,0,0,not_measured,NA,,0,0,,not_measured,NA,0,0,,not_measured,NA,0,0,,not_measured,NA,0,0,,not_measured,NA,0,0,,not_measured,NA,0,0,,not_measured,NA,0,0,,not_measured,NA,0,0,,not_measured,NA,0,0,,NA,0,NA,0,0,0,,not_measured,NA,0,0,NA,,0,NA,0,0,0,,not_measured,NA,0,0,,not_measured,NA,,,not_measured,0,0,NA,0,0,NA,0,0,,not_measured,NA,0,0,NA,0,0,NA,,,no
SE,6-7m,3,1,17,55,52,Topside,4/01/2018,2.5,10,,2,3.636363636,1.818181818,0.036363636,2,1.818181818,3.636363636,0,0,,not_measured,NA,0,,0,0,NA,0,,not_measured,not_measured,0,,not_measured,,,,0,0,NA,0,0,NA,0,0,NA,0,,not_measured,0,,not_measured,,,,0,not_measured,2,1.818181818,not_measured,2,1.818181818,not_measured,2,1.818181818,,not_measured,not_measured,0,0,not_measured,NA,,0,0,,not_measured,NA,0,0,not_measured,NA,,0,0,,not_measured,NA,0,0,,not_measured,NA,0,0,,not_measured,NA,0,0,,not_measured,NA,0,0,,not_measured,NA,0,0,,not_measured,NA,0,0,,not_measured,NA,0,0,,not_measured,NA,0,0,,NA,0,NA,0,0,0,,not_measured,NA,0,0,NA,,0,NA,0,0,0,,not_measured,NA,0,0,,not_measured,NA,,,not_measured,0,0,NA,0,0,NA,0,0,,not_measured,NA,0,0,NA,0,0,NA,,,no
SE,6-7m,3,2,18,64,52,Topside,4/01/2018,2.5,10,,4,6.25,3.125,0.0625,3,2.34375,4.6875,0,0,,not_measured,NA,0,,1,0.78125,not_measured,0,,not_measured,not_measured,0,,not_measured,,,,0,0,NA,0,0,NA,0,0,NA,0,,not_measured,1,,not_measured,,,,0,not_measured,3,2.34375,not_measured,3,2.34375,not_measured,1,0.78125,,not_measured,not_measured,2,1.5625,not_measured,not_measured,,0,0,,not_measured,NA,0,0,not_measured,NA,,0,0,,not_measured,NA,0,0,,not_measured,NA,0,0,,not_measured,NA,0,0,,not_measured,NA,0,0,,not_measured,NA,0,0,,not_measured,NA,0,0,,not_measured,NA,0,0,,not_measured,NA,0,0,,NA,0,NA,0,0,0,,not_measured,NA,0,0,NA,,0,NA,0,0,0,,not_measured,NA,0,0,,not_measured,NA,,,not_measured,0,0,NA,0,0,NA,0,0,,not_measured,NA,0,0,NA,0,0,NA,,,no
W,2-3m,1,1,19,51,45,Topside,19/01/2018,2.5,10,,15,29.41176471,14.70588235,0.294117647,1,0.980392157,1.960784314,0,0,,not_measured,NA,0,,14,13.7254902,not_measured,3,,not_measured,not_measured,0,,not_measured,,,,0,0,NA,0,0,NA,0,0,NA,0,,not_measured,8,,not_measured,,,,3,not_measured,1,0.980392157,not_measured,1,0.980392157,not_measured,1,0.980392157,,not_measured,not_measured,0,0,not_measured,NA,,0,0,,not_measured,NA,0,0,not_measured,NA,,0,0,,not_measured,NA,0,0,,not_measured,NA,0,0,,not_measured,NA,0,0,,not_measured,NA,0,0,,not_measured,NA,0,0,,not_measured,NA,0,0,,not_measured,NA,0,0,,not_measured,NA,0,0,,NA,0,NA,0,0,0,,not_measured,NA,0,0,NA,,0,NA,0,0,0,,not_measured,NA,0,0,,not_measured,NA,,,not_measured,0,0,NA,1,0.980392157,not_measured,0,0,,not_measured,NA,1,0.980392157,not_measured,0,0,NA,,,no
W,2-3m,1,2,20,47,40,Topside,13/01/2018,2.5,10,,26,55.31914894,27.65957447,0.553191489,7,7.446808511,14.89361702,3,3.191489362,,not_measured,not_measured,0,,19,20.21276596,not_measured,6,,not_measured,not_measured,0,,not_measured,,,,0,0,NA,0,0,NA,0,0,NA,0,,not_measured,13,,not_measured,,,,0,not_measured,2,2.127659574,not_measured,2,2.127659574,not_measured,0,0,,not_measured,NA,2,2.127659574,not_measured,not_measured,,0,0,,not_measured,NA,0,0,not_measured,NA,,0,0,,not_measured,NA,0,0,,not_measured,NA,0,0,,not_measured,NA,0,0,,not_measured,NA,0,0,,not_measured,NA,0,0,,not_measured,NA,0,0,,not_measured,NA,0,0,,not_measured,NA,0,0,,NA,0,NA,0,0,0,,not_measured,NA,0,0,NA,,0,NA,0,1,1.063829787,,not_measured,not_measured,0,0,,not_measured,NA,,,not_measured,1,1.063829787,not_measured,0,0,NA,1,1.063829787,Serpulid,not_measured,not_measured,0,0,NA,1,1.063829787,not_measured,,,no
W,2-3m,2,1,21,49,41,Topside,13/01/2018,2.5,10,,8,16.32653061,8.163265306,0.163265306,4,4.081632653,8.163265306,2,2.040816327,,not_measured,not_measured,0,,4,4.081632653,not_measured,4,,not_measured,not_measured,0,,not_measured,,,,0,0,NA,0,0,NA,0,0,NA,0,,not_measured,0,,not_measured,,,,0,not_measured,1,1.020408163,not_measured,1,1.020408163,not_measured,1,1.020408163,,not_measured,not_measured,0,0,not_measured,NA,,0,0,,not_measured,NA,0,0,not_measured,NA,,0,0,,not_measured,NA,0,0,,not_measured,NA,0,0,,not_measured,NA,0,0,,not_measured,NA,0,0,,not_measured,NA,0,0,,not_measured,NA,0,0,,not_measured,NA,1,1.020408163,,not_measured,not_measured,0,0,,NA,1,not_measured,1.020408163,0,0,,not_measured,NA,0,0,NA,,0,NA,0,0,0,,not_measured,NA,0,0,,not_measured,NA,,,not_measured,0,0,NA,0,0,NA,0,0,,not_measured,NA,0,0,NA,0,0,NA,,Unsure ascidian: P1130887-unsure_but_IDed_as_ascidian,no
W,2-3m,2,2,22,56,47,Topside,13/01/2018,2.5,10,,15,26.78571429,13.39285714,0.267857143,9,8.035714286,16.07142857,9,8.035714286,,not_measured,not_measured,0,,6,5.357142857,not_measured,6,Looks like the red algae in SE but it is green,not_measured,not_measured,0,,not_measured,,,,0,0,NA,0,0,NA,0,0,NA,0,,not_measured,0,,not_measured,,,,0,not_measured,0,0,NA,0,0,NA,0,0,,not_measured,NA,0,0,not_measured,NA,,0,0,,not_measured,NA,0,0,not_measured,NA,,0,0,,not_measured,NA,0,0,,not_measured,NA,0,0,,not_measured,NA,0,0,,not_measured,NA,0,0,,not_measured,NA,0,0,,not_measured,NA,0,0,,not_measured,NA,0,0,,not_measured,NA,0,0,,NA,0,NA,0,0,0,,not_measured,NA,0,0,NA,,0,NA,0,0,0,,not_measured,NA,0,0,,not_measured,NA,,,not_measured,0,0,NA,0,0,NA,0,0,,not_measured,NA,0,0,NA,0,0,NA,,,no
W,2-3m,3,1,23,59,32,Topside,19/01/2018,2.5,10,,8,13.55932203,6.779661017,0.13559322,4,3.389830508,6.779661017,3,2.542372881,,not_measured,not_measured,0,,4,3.389830508,not_measured,0,,not_measured,not_measured,0,,not_measured,,,,0,0,NA,0,0,NA,0,0,NA,0,,not_measured,4,,not_measured,,,,0,not_measured,1,0.847457627,not_measured,1,0.847457627,not_measured,1,0.847457627,,not_measured,not_measured,0,0,not_measured,NA,,0,0,,not_measured,NA,0,0,not_measured,NA,,0,0,,not_measured,NA,0,0,,not_measured,NA,0,0,,not_measured,NA,0,0,,not_measured,NA,0,0,,not_measured,NA,0,0,,not_measured,NA,0,0,,not_measured,NA,0,0,,not_measured,NA,0,0,,NA,0,NA,0,0,0,,not_measured,NA,0,0,NA,,0,NA,0,0,0,,not_measured,NA,0,0,,not_measured,NA,,,not_measured,0,0,NA,0,0,NA,0,0,,not_measured,NA,0,0,NA,0,0,NA,,,no
W,2-3m,3,2,24,57,40,Topside,15/1/18,2.5,10,,4,7.01754386,3.50877193,0.070175439,0,0,0,0,0,,not_measured,NA,0,,4,3.50877193,not_measured,4,,not_measured,not_measured,0,,not_measured,,,,0,0,NA,0,0,NA,0,0,NA,0,,not_measured,0,,not_measured,,,,0,not_measured,0,0,NA,0,0,NA,0,0,,not_measured,NA,0,0,not_measured,NA,,0,0,,not_measured,NA,0,0,not_measured,NA,,0,0,,not_measured,NA,0,0,,not_measured,NA,0,0,,not_measured,NA,0,0,,not_measured,NA,0,0,,not_measured,NA,0,0,,not_measured,NA,0,0,,not_measured,NA,0,0,,not_measured,NA,0,0,,NA,0,NA,0,0,0,,not_measured,NA,0,0,NA,,0,NA,0,0,0,,not_measured,NA,0,0,,not_measured,NA,,,not_measured,0,0,NA,0,0,NA,0,0,,not_measured,NA,0,0,NA,0,0,NA,,,no
W,6-7m,1,1,25,53,54,Topside,7/01/2018,2.5,10,,2,3.773584906,1.886792453,0.037735849,2,1.886792453,3.773584906,2,1.886792453,,not_measured,not_measured,0,,0,0,NA,0,,not_measured,not_measured,0,,not_measured,,,,0,0,NA,0,0,NA,0,0,NA,0,,not_measured,0,,not_measured,,,,0,not_measured,0,0,NA,0,0,NA,0,0,,not_measured,NA,0,0,not_measured,NA,,0,0,,not_measured,NA,0,0,not_measured,NA,,0,0,,not_measured,NA,0,0,,not_measured,NA,0,0,,not_measured,NA,0,0,,not_measured,NA,0,0,,not_measured,NA,0,0,,not_measured,NA,0,0,,not_measured,NA,0,0,,not_measured,NA,0,0,,NA,0,NA,0,0,0,,not_measured,NA,0,0,NA,,0,NA,0,0,0,,not_measured,NA,0,0,,not_measured,NA,,,not_measured,0,0,NA,0,0,NA,0,0,,not_measured,NA,0,0,NA,0,0,NA,,,no
W,6-7m,1,2,26,54,51,Topside,7/01/2018,2.5,10,,2,3.703703704,1.851851852,0.037037037,2,1.851851852,3.703703704,0,0,,not_measured,NA,0,,0,0,NA,0,,not_measured,not_measured,0,,not_measured,,,,0,0,NA,0,0,NA,0,0,NA,0,,not_measured,0,,not_measured,,,,0,not_measured,0,0,NA,0,0,NA,0,0,,not_measured,NA,0,0,not_measured,NA,,0,0,,not_measured,NA,0,0,not_measured,NA,,0,0,,not_measured,NA,0,0,,not_measured,NA,0,0,,not_measured,NA,0,0,,not_measured,NA,0,0,,not_measured,NA,0,0,,not_measured,NA,1,0.925925926,,not_measured,not_measured,1,0.925925926,,not_measured,not_measured,0,0,,NA,1,not_measured,0.925925926,0,0,,not_measured,NA,0,0,NA,,0,NA,0,0,0,,not_measured,NA,0,0,,not_measured,NA,,,not_measured,0,0,NA,0,0,NA,0,0,,not_measured,NA,0,0,NA,0,0,NA,,,no
W,6-7m,2,1,27,57,49,Topside,7/01/2018,2.5,10,,7,12.28070175,6.140350877,0.122807018,7,6.140350877,12.28070175,7,6.140350877,,not_measured,not_measured,0,,0,0,NA,0,,not_measured,not_measured,0,,not_measured,,,,0,0,NA,0,0,NA,0,0,NA,0,,not_measured,0,,not_measured,,,,0,not_measured,0,0,NA,0,0,NA,0,0,,not_measured,NA,0,0,not_measured,NA,,0,0,,not_measured,NA,0,0,not_measured,NA,,0,0,,not_measured,NA,0,0,,not_measured,NA,0,0,,not_measured,NA,0,0,,not_measured,NA,0,0,,not_measured,NA,0,0,,not_measured,NA,0,0,,not_measured,NA,0,0,,not_measured,NA,0,0,,NA,0,NA,0,0,0,,not_measured,NA,0,0,NA,,0,NA,0,0,0,,not_measured,NA,0,0,,not_measured,NA,,,not_measured,0,0,NA,0,0,NA,0,0,,not_measured,NA,0,0,NA,0,0,NA,,,no
W,6-7m,2,2,28,56,51,Topside,7/01/2018,2.5,10,,1,1.785714286,0.892857143,0.017857143,1,0.892857143,1.785714286,0,0,,not_measured,NA,0,,0,0,NA,0,,not_measured,not_measured,0,,not_measured,,,,0,0,NA,0,0,NA,0,0,NA,0,,not_measured,0,,not_measured,,,,0,not_measured,0,0,NA,0,0,NA,0,0,,not_measured,NA,0,0,not_measured,NA,,0,0,,not_measured,NA,0,0,not_measured,NA,,0,0,,not_measured,NA,0,0,,not_measured,NA,0,0,,not_measured,NA,0,0,,not_measured,NA,0,0,,not_measured,NA,0,0,,not_measured,NA,0,0,,not_measured,NA,1,0.892857143,,not_measured,not_measured,0,0,,NA,1,not_measured,0.892857143,0,0,,not_measured,NA,0,0,NA,,0,NA,0,0,0,,not_measured,NA,0,0,,not_measured,NA,,,not_measured,0,0,NA,0,0,NA,0,0,,not_measured,NA,0,0,NA,0,0,NA,,,no
W,6-7m,3,1,29,48,48,Topside,10/01/2018,2.5,10,,4,8.333333333,4.166666667,0.083333333,1,1.041666667,2.083333333,0,0,,not_measured,NA,0,,3,3.125,not_measured,0,,not_measured,not_measured,0,,not_measured,,,,0,0,NA,0,0,NA,0,0,NA,0,,not_measured,3,,not_measured,,,,0,not_measured,0,0,NA,0,0,NA,0,0,,not_measured,NA,0,0,not_measured,NA,,0,0,,not_measured,NA,0,0,not_measured,NA,,0,0,,not_measured,NA,0,0,,not_measured,NA,0,0,,not_measured,NA,0,0,,not_measured,NA,0,0,,not_measured,NA,0,0,,not_measured,NA,0,0,,not_measured,NA,1,1.041666667,,not_measured,not_measured,0,0,,NA,1,not_measured,1.041666667,0,0,,not_measured,NA,0,0,NA,,0,NA,0,0,0,,not_measured,NA,0,0,,not_measured,NA,,,not_measured,0,0,NA,0,0,NA,0,0,,not_measured,NA,0,0,NA,0,0,NA,,,no
W,6-7m,3,2,30,49,48,Topside,10/01/2018,2.5,10,,3,6.12244898,3.06122449,0.06122449,3,3.06122449,6.12244898,1,1.020408163,,not_measured,not_measured,0,,0,0,NA,0,,not_measured,not_measured,0,,not_measured,,,,0,0,NA,0,0,NA,0,0,NA,0,,not_measured,0,,not_measured,,,,0,not_measured,1,1.020408163,not_measured,1,1.020408163,not_measured,0,0,,not_measured,NA,0,0,not_measured,NA,,1,1.020408163,,not_measured,not_measured,0,0,not_measured,NA,,0,0,,not_measured,NA,0,0,,not_measured,NA,0,0,,not_measured,NA,0,0,,not_measured,NA,0,0,,not_measured,NA,0,0,,not_measured,NA,1,1.020408163,,not_measured,not_measured,0,0,,not_measured,NA,0,0,,NA,0,NA,0,0,0,,not_measured,NA,0,0,NA,,0,NA,0,0,0,,not_measured,NA,0,0,,not_measured,NA,,,not_measured,0,0,NA,0,0,NA,0,0,,not_measured,NA,0,0,NA,0,0,NA,,,no
Lagoon,2-3m,1,1,1,47,45,Topside,8/01/2018,2.5,10,,24,51.06382979,25.53191489,0.510638298,24,25.53191489,51.06382979,0,0,,not_measured,NA,0,,0,0,NA,0,,not_measured,not_measured,0,,not_measured,,,,0,0,NA,0,0,NA,0,0,NA,0,,not_measured,0,,not_measured,,,,0,not_measured,0,0,NA,0,0,NA,0,0,,not_measured,NA,0,0,not_measured,NA,,0,0,,not_measured,NA,0,0,not_measured,NA,,0,0,,not_measured,NA,0,0,,not_measured,NA,0,0,,not_measured,NA,0,0,,not_measured,NA,0,0,,not_measured,NA,0,0,,not_measured,NA,0,0,,not_measured,NA,0,0,,not_measured,NA,0,0,,NA,0,NA,0,0,0,,not_measured,NA,0,0,NA,,0,NA,0,24,25.53191489,,not_measured,not_measured,0,0,,not_measured,NA,,,not_measured,0,0,NA,0,0,NA,0,0,,not_measured,NA,0,0,NA,0,0,NA,,,no
Lagoon,2-3m,1,2,2,52,36,Topside,8/01/2018,2.5,10,,12,23.07692308,11.53846154,0.230769231,12,11.53846154,23.07692308,0,0,,not_measured,NA,0,,0,0,NA,0,,not_measured,not_measured,0,,not_measured,,,,0,0,NA,0,0,NA,0,0,NA,0,,not_measured,0,,not_measured,,,,0,not_measured,0,0,NA,0,0,NA,0,0,,not_measured,NA,0,0,not_measured,NA,,0,0,,not_measured,NA,0,0,not_measured,NA,,0,0,,not_measured,NA,0,0,,not_measured,NA,0,0,,not_measured,NA,0,0,,not_measured,NA,0,0,,not_measured,NA,0,0,,not_measured,NA,0,0,,not_measured,NA,0,0,,not_measured,NA,0,0,,NA,0,NA,0,0,0,,not_measured,NA,0,0,NA,,0,NA,0,12,11.53846154,,not_measured,not_measured,0,0,,not_measured,NA,,,not_measured,0,0,NA,0,0,NA,0,0,,not_measured,NA,0,0,NA,0,0,NA,,,no
